Date,Symbol,Sector,Close,Open,High,Low,Volume,Turnover_Cr,Daily_Return,MA_20,MA_50,MA_200,Volatility_20d,RSI,52W_High,52W_Low,PE_Ratio,Dividend_Yield,Market_Cap_Cr,Year,Month,Quarter
2023-08-18,INFY,IT,1420.27,1450.15,1463.43,1415.08,2315787015,328904.28,-0.0207,1461.44,1464.26,,0.00886,31.77,,,27.6,2.1,607288,2023,8,2023Q3
2023-08-21,INFY,IT,1420.69,1423.17,1450.37,1404.17,3498500785,497028.51,0.0003,1459.97,1462.34,,0.00869,30.15,,,27.6,2.1,607467,2023,8,2023Q3
2023-08-22,INFY,IT,1409.47,1425.99,1434.96,1409.08,2267984885,319665.67,-0.0079,1458.28,1460.28,,0.00878,23.93,,,27.6,2.1,602670,2023,8,2023Q3
2023-08-23,INFY,IT,1405.47,1410.62,1433.62,1403.86,1091210355,153366.34,-0.0028,1455.97,1458.08,,0.00863,24.65,,,27.6,2.1,600960,2023,8,2023Q3
2023-08-24,INFY,IT,1388.95,1403.99,1409.98,1374.1,3233686105,449142.83,-0.0118,1453.53,1455.31,,0.00874,23.72,,,27.6,2.1,593896,2023,8,2023Q3
2023-08-25,INFY,IT,1410.77,1388.17,1417.28,1376.28,1595650615,225109.6,0.0157,1451.05,1453.21,,0.00874,35.35,,,27.6,2.1,603226,2023,8,2023Q3
2023-08-28,INFY,IT,1399.56,1410.12,1425.18,1397.45,4032341144,564350.34,-0.0079,1447.42,1450.85,,0.00853,28.92,,,27.6,2.1,598433,2023,8,2023Q3
2023-08-29,INFY,IT,1392.46,1407.39,1425.33,1368.28,3567559879,496768.44,-0.0051,1443.26,1448.59,,0.00847,25.8,,,27.6,2.1,595397,2023,8,2023Q3
2023-08-30,INFY,IT,1399.61,1386.26,1408.09,1368.82,2417048505,338292.53,0.0051,1439.06,1446.31,,0.00846,30.23,,,27.6,2.1,598454,2023,8,2023Q3
2023-08-31,INFY,IT,1376.03,1392.18,1403.58,1369.85,8143808628,1120612.5,-0.0168,1434.09,1443.66,,0.009,20.2,,,27.6,2.1,588371,2023,8,2023Q3
2023-09-01,INFY,IT,1351.6,1369.0,1375.99,1340.0,1759176335,237770.27,-0.0178,1428.45,1440.4,,0.00952,17.93,,,27.6,2.1,577926,2023,9,2023Q3
2023-09-04,INFY,IT,1358.59,1347.98,1359.53,1338.1,2392456390,325036.73,0.0052,1423.52,1437.66,,0.00974,22.16,,,27.6,2.1,580914,2023,9,2023Q3
2023-09-05,INFY,IT,1351.47,1361.44,1372.34,1326.12,1866646771,252271.71,-0.0052,1417.76,1435.09,,0.00944,19.18,,,27.6,2.1,577870,2023,9,2023Q3
2023-09-06,INFY,IT,1336.69,1354.56,1369.64,1329.12,9071589149,1212590.25,-0.0109,1411.04,1432.71,,0.00941,19.52,,,27.6,2.1,571550,2023,9,2023Q3
2023-09-07,INFY,IT,1347.37,1334.25,1347.74,1306.74,6427666170,866044.46,0.008,1405.22,1430.8,,0.00983,28.18,,,27.6,2.1,576117,2023,9,2023Q3
2023-09-08,INFY,IT,1334.13,1347.25,1356.99,1330.78,1605489203,214193.13,-0.0098,1398.02,1429.53,,0.00933,25.93,,,27.6,2.1,570456,2023,9,2023Q3
2023-09-11,INFY,IT,1330.0,1329.66,1333.38,1328.71,2163438645,287737.34,-0.0031,1390.75,1428.28,,0.00931,27.0,,,27.6,2.1,568690,2023,9,2023Q3
2023-09-12,INFY,IT,1315.54,1325.92,1329.83,1300.0,2200446100,289477.49,-0.0109,1383.37,1426.91,,0.00938,25.46,,,27.6,2.1,562507,2023,9,2023Q3
2023-09-13,INFY,IT,1321.05,1317.83,1337.55,1312.2,2482152018,327904.69,0.0042,1376.0,1425.59,,0.00941,30.28,,,27.6,2.1,564863,2023,9,2023Q3
2023-09-14,INFY,IT,1343.89,1325.2,1344.08,1303.56,1940797779,260821.87,0.0173,1370.68,1424.71,,0.0105,30.7,,,27.6,2.1,574629,2023,9,2023Q3
2023-09-15,INFY,IT,1313.21,1341.97,1346.45,1301.69,2414793855,317113.14,-0.0228,1365.33,1422.75,,0.01069,27.59,,,27.6,2.1,561510,2023,9,2023Q3
2023-09-18,INFY,IT,1315.55,1319.65,1333.75,1300.38,5402844513,710771.21,0.0018,1360.07,1419.9,,0.01073,29.54,,,27.6,2.1,562511,2023,9,2023Q3
2023-09-19,INFY,IT,1330.3,1319.36,1350.25,1294.53,8653342046,1151154.09,0.0112,1356.11,1416.91,,0.01118,32.28,,,27.6,2.1,568818,2023,9,2023Q3
2023-09-20,INFY,IT,1323.73,1336.65,1346.69,1307.06,1510272884,199919.35,-0.0049,1352.02,1413.94,,0.01119,35.35,,,27.6,2.1,566009,2023,9,2023Q3
2023-09-21,INFY,IT,1305.46,1322.53,1337.52,1291.14,1942422451,253575.48,-0.0138,1347.85,1410.79,,0.01128,36.62,,,27.6,2.1,558197,2023,9,2023Q3
2023-09-22,INFY,IT,1312.87,1311.42,1332.16,1304.15,3637400085,477543.34,0.0057,1342.96,1407.44,,0.01061,36.77,,,27.6,2.1,561365,2023,9,2023Q3
2023-09-25,INFY,IT,1330.02,1321.45,1348.29,1308.95,1483399809,197295.14,0.0131,1339.48,1405.06,,0.01118,44.13,,,27.6,2.1,568698,2023,9,2023Q3
2023-09-26,INFY,IT,1345.51,1328.37,1364.73,1319.77,3684760214,495788.17,0.0116,1337.13,1403.08,,0.01159,52.4,,,27.6,2.1,575322,2023,9,2023Q3
2023-09-27,INFY,IT,1352.21,1344.89,1361.99,1333.27,4282516634,579086.18,0.005,1334.76,1401.32,,0.01158,51.35,,,27.6,2.1,578186,2023,9,2023Q3
2023-09-28,INFY,IT,1354.36,1348.37,1387.89,1333.52,4640470291,628486.73,0.0016,1333.68,1399.38,,0.01104,56.0,,,27.6,2.1,579106,2023,9,2023Q3
2023-09-29,INFY,IT,1339.59,1349.71,1369.21,1337.42,4223067270,565717.87,-0.0109,1333.08,1396.9,,0.01057,52.68,,,27.6,2.1,572790,2023,9,2023Q3
2023-10-02,INFY,IT,1354.75,1335.04,1356.59,1332.77,2501436504,338882.11,0.0113,1332.88,1394.99,,0.01083,60.9,,,27.6,2.1,579272,2023,10,2023Q4
2023-10-03,INFY,IT,1369.14,1351.45,1369.4,1336.66,2985163924,408710.73,0.0106,1333.77,1393.51,,0.01101,62.74,,,27.6,2.1,585425,2023,10,2023Q4
2023-10-04,INFY,IT,1350.13,1370.27,1372.55,1346.91,1812533606,244715.6,-0.0139,1334.44,1391.48,,0.01119,51.69,,,27.6,2.1,577297,2023,10,2023Q4
2023-10-05,INFY,IT,1356.83,1347.01,1361.86,1345.45,4123320433,559464.49,0.005,1334.91,1389.86,,0.01111,63.56,,,27.6,2.1,580162,2023,10,2023Q4
2023-10-06,INFY,IT,1368.52,1357.82,1374.22,1347.5,7287565762,997317.95,0.0086,1336.63,1388.02,1426.19,0.01098,65.56,,,27.6,2.1,585160,2023,10,2023Q4
2023-10-09,INFY,IT,1384.31,1369.61,1386.17,1369.19,4118915462,570185.59,0.0115,1339.35,1386.27,1425.8,0.01115,65.77,,,27.6,2.1,591912,2023,10,2023Q4
2023-10-10,INFY,IT,1383.5,1382.36,1394.72,1370.61,2309403056,319505.91,-0.0006,1342.75,1384.42,1425.4,0.01075,68.06,,,27.6,2.1,591566,2023,10,2023Q4
2023-10-11,INFY,IT,1369.12,1383.24,1394.83,1356.93,5375681562,735995.31,-0.0104,1345.15,1382.13,1424.98,0.01113,69.7,,,27.6,2.1,585417,2023,10,2023Q4
2023-10-12,INFY,IT,1360.97,1366.95,1373.82,1356.33,10668684727,1451975.99,-0.006,1346.0,1379.84,1424.44,0.01063,64.81,,,27.6,2.1,581932,2023,10,2023Q4
2023-10-13,INFY,IT,1344.29,1359.7,1360.95,1339.35,3691616093,496260.26,-0.0123,1347.56,1377.44,1423.88,0.00962,54.41,,,27.6,2.1,574800,2023,10,2023Q4
2023-10-16,INFY,IT,1343.9,1341.03,1350.31,1339.0,4313397445,579677.48,-0.0003,1348.98,1375.18,1423.59,0.00963,49.45,,,27.6,2.1,574633,2023,10,2023Q4
2023-10-17,INFY,IT,1340.21,1344.24,1352.51,1328.36,4587521908,614824.27,-0.0027,1349.47,1372.65,1423.27,0.00936,45.83,,,27.6,2.1,573055,2023,10,2023Q4
2023-10-18,INFY,IT,1377.41,1337.8,1385.8,1327.06,1465594275,201872.42,0.0278,1352.16,1370.77,1423.18,0.01108,56.45,,,27.6,2.1,588962,2023,10,2023Q4
2023-10-19,INFY,IT,1393.52,1372.59,1399.77,1365.63,2661602421,370899.62,0.0117,1356.56,1369.37,1423.13,0.01062,64.97,,,27.6,2.1,595850,2023,10,2023Q4
2023-10-20,INFY,IT,1411.15,1396.0,1417.39,1393.86,2528322985,356784.3,0.0127,1361.47,1368.03,1422.99,0.01081,65.44,,,27.6,2.1,603388,2023,10,2023Q4
2023-10-23,INFY,IT,1420.07,1413.81,1429.18,1412.21,4962565110,704718.98,0.0063,1365.97,1366.92,1422.71,0.01061,64.37,,,27.6,2.1,607202,2023,10,2023Q4
2023-10-24,INFY,IT,1414.02,1424.81,1427.0,1412.38,4681759945,662010.22,-0.0043,1369.4,1365.94,1422.41,0.01055,69.46,,,27.6,2.1,604615,2023,10,2023Q4
2023-10-25,INFY,IT,1409.62,1409.67,1416.57,1394.75,3077510745,433812.07,-0.0031,1372.27,1364.76,1422.16,0.01061,66.3,,,27.6,2.1,602734,2023,10,2023Q4
2023-10-26,INFY,IT,1406.86,1407.59,1412.47,1405.95,2453585471,345185.13,-0.002,1374.9,1363.89,1421.85,0.01065,62.53,,,27.6,2.1,601554,2023,10,2023Q4
2023-10-27,INFY,IT,1410.71,1407.83,1418.2,1398.62,1406622530,198433.65,0.0027,1378.45,1363.7,1421.58,0.01021,59.36,,,27.6,2.1,603200,2023,10,2023Q4
2023-10-30,INFY,IT,1418.15,1408.59,1429.25,1370.18,3243922279,460036.84,0.0053,1381.62,1363.65,1421.31,0.01003,61.73,,,27.6,2.1,606381,2023,10,2023Q4
2023-10-31,INFY,IT,1418.67,1420.58,1420.99,1383.76,2028314970,287750.96,0.0004,1384.1,1363.84,1421.1,0.00984,68.52,,,27.6,2.1,606604,2023,10,2023Q4
2023-11-01,INFY,IT,1413.99,1420.79,1431.94,1404.96,1906442180,269569.02,-0.0033,1387.29,1364.01,1420.84,0.00921,70.34,,,27.6,2.1,604603,2023,11,2023Q4
2023-11-02,INFY,IT,1403.94,1416.02,1421.31,1395.59,5194621815,729293.74,-0.0071,1389.65,1364.31,1420.61,0.00943,74.11,,,27.6,2.1,600305,2023,11,2023Q4
2023-11-03,INFY,IT,1380.02,1410.09,1412.26,1365.16,4930544062,680424.94,-0.017,1390.22,1363.69,1420.14,0.01016,62.27,,,27.6,2.1,590078,2023,11,2023Q4
2023-11-06,INFY,IT,1403.01,1382.69,1423.25,1370.99,2560473911,359237.05,0.0167,1391.16,1363.76,1419.84,0.01051,68.86,,,27.6,2.1,599908,2023,11,2023Q4
2023-11-07,INFY,IT,1443.06,1403.66,1454.88,1401.54,1491775917,215272.22,0.0285,1394.13,1364.77,1419.68,0.0122,69.38,,,27.6,2.1,617033,2023,11,2023Q4
2023-11-08,INFY,IT,1465.55,1442.22,1475.58,1426.62,2163189281,317026.21,0.0156,1398.96,1366.09,1419.74,0.01217,70.49,,,27.6,2.1,626649,2023,11,2023Q4
2023-11-09,INFY,IT,1443.01,1465.01,1472.72,1440.77,5371549544,775119.97,-0.0154,1403.06,1367.43,1419.62,0.01273,58.82,,,27.6,2.1,617011,2023,11,2023Q4
2023-11-10,INFY,IT,1457.91,1438.4,1467.04,1434.68,4130294659,602159.79,0.0103,1408.74,1369.56,1419.65,0.01229,60.14,,,27.6,2.1,623382,2023,11,2023Q4
2023-11-13,INFY,IT,1477.36,1450.19,1496.95,1436.26,2582058743,381463.03,0.0133,1415.41,1371.93,1419.76,0.01241,65.83,,,27.6,2.1,631699,2023,11,2023Q4
2023-11-14,INFY,IT,1470.39,1479.42,1484.36,1464.22,3366474419,495003.03,-0.0047,1421.92,1374.31,1419.74,0.01248,65.0,,,27.6,2.1,628718,2023,11,2023Q4
2023-11-15,INFY,IT,1480.01,1475.79,1491.96,1475.54,1158444877,171451.0,0.0065,1427.05,1377.18,1419.78,0.01126,67.46,,,27.6,2.1,632832,2023,11,2023Q4
2023-11-16,INFY,IT,1472.05,1478.54,1482.76,1461.2,1115415798,164194.78,-0.0054,1430.98,1379.67,1419.87,0.01126,64.36,,,27.6,2.1,629428,2023,11,2023Q4
2023-11-17,INFY,IT,1501.22,1479.06,1505.82,1459.12,8785061325,1318830.98,0.0198,1435.48,1383.01,1420.06,0.0117,67.65,,,27.6,2.1,641901,2023,11,2023Q4
2023-11-20,INFY,IT,1508.68,1500.43,1509.88,1487.84,4211220670,635338.44,0.005,1439.91,1386.59,1420.36,0.01168,68.58,,,27.6,2.1,645091,2023,11,2023Q4
2023-11-21,INFY,IT,1491.88,1499.84,1502.47,1490.05,3271735160,488103.63,-0.0111,1443.8,1390.11,1420.61,0.012,65.31,,,27.6,2.1,637907,2023,11,2023Q4
2023-11-22,INFY,IT,1505.06,1495.99,1515.41,1491.21,2680521459,403434.56,0.0088,1448.58,1393.79,1420.9,0.01199,69.63,,,27.6,2.1,643543,2023,11,2023Q4
2023-11-23,INFY,IT,1525.82,1502.9,1536.37,1502.52,1354689730,206701.27,0.0138,1454.52,1397.43,1421.17,0.01214,78.66,,,27.6,2.1,652420,2023,11,2023Q4
2023-11-24,INFY,IT,1530.18,1530.44,1531.7,1528.49,5371442561,821927.4,0.0029,1460.5,1401.77,1421.45,0.01214,76.98,,,27.6,2.1,654284,2023,11,2023Q4
2023-11-27,INFY,IT,1540.0,1524.32,1541.05,1505.46,1851590612,285144.95,0.0064,1466.59,1406.26,1421.78,0.01215,73.59,,,27.6,2.1,658483,2023,11,2023Q4
2023-11-28,INFY,IT,1539.2,1541.9,1558.64,1525.87,4648668175,715523.01,-0.0005,1472.62,1410.44,1422.03,0.01216,70.04,,,27.6,2.1,658141,2023,11,2023Q4
2023-11-29,INFY,IT,1517.9,1535.5,1537.09,1515.14,3492053032,530058.73,-0.0138,1477.81,1414.32,1422.17,0.01272,70.51,,,27.6,2.1,649033,2023,11,2023Q4
2023-11-30,INFY,IT,1515.54,1518.82,1537.69,1492.52,3184967898,482694.62,-0.0016,1483.39,1418.52,1422.23,0.01253,66.95,,,27.6,2.1,648024,2023,11,2023Q4
2023-12-01,INFY,IT,1526.1,1519.03,1532.51,1513.9,1704558754,260132.71,0.007,1490.7,1422.79,1422.24,0.01153,65.13,,,27.6,2.1,652539,2023,12,2023Q4
2023-12-04,INFY,IT,1524.19,1528.55,1541.97,1493.45,1715945841,261542.75,-0.0013,1496.76,1426.67,1422.28,0.01128,67.24,,,27.6,2.1,651723,2023,12,2023Q4
2023-12-05,INFY,IT,1540.19,1524.51,1543.76,1508.88,3972742392,611877.81,0.0105,1501.61,1430.57,1422.69,0.00987,68.52,,,27.6,2.1,658564,2023,12,2023Q4
2023-12-06,INFY,IT,1533.15,1533.82,1568.36,1506.83,3401096413,521439.1,-0.0046,1504.99,1434.18,1423.14,0.00957,68.91,,,27.6,2.1,655554,2023,12,2023Q4
2023-12-07,INFY,IT,1527.4,1536.51,1547.64,1511.59,3347028638,511225.15,-0.0038,1509.21,1437.64,1423.45,0.00876,59.48,,,27.6,2.1,653095,2023,12,2023Q4
2023-12-08,INFY,IT,1544.03,1532.13,1556.86,1512.11,3771641199,582352.72,0.0109,1513.52,1441.73,1423.84,0.00879,62.0,,,27.6,2.1,660206,2023,12,2023Q4
2023-12-11,INFY,IT,1548.9,1539.2,1556.55,1536.09,1241248461,192256.97,0.0032,1517.09,1445.62,1424.29,0.00844,71.07,,,27.6,2.1,662288,2023,12,2023Q4
2023-12-12,INFY,IT,1541.44,1544.74,1553.59,1537.54,5430663738,837104.23,-0.0048,1520.65,1449.06,1424.59,0.00845,64.03,,,27.6,2.1,659098,2023,12,2023Q4
2023-12-13,INFY,IT,1562.21,1546.4,1563.7,1537.24,2736116479,427438.85,0.0135,1524.76,1453.3,1425.0,0.00877,64.04,,,27.6,2.1,667979,2023,12,2023Q4
2023-12-14,INFY,IT,1549.26,1561.23,1566.73,1548.79,5866815328,908922.23,-0.0083,1528.62,1457.15,1425.53,0.00893,56.9,,,27.6,2.1,662442,2023,12,2023Q4
2023-12-15,INFY,IT,1535.69,1545.22,1570.4,1532.74,1197609443,183915.68,-0.0088,1530.34,1460.5,1426.13,0.0083,48.48,,,27.6,2.1,656640,2023,12,2023Q4
2023-12-18,INFY,IT,1482.44,1536.95,1552.94,1458.68,4344898702,644105.16,-0.0347,1529.03,1462.46,1426.42,0.01147,35.4,,,27.6,2.1,633871,2023,12,2023Q4
2023-12-19,INFY,IT,1472.65,1479.6,1488.16,1470.02,4324424599,636836.39,-0.0066,1528.07,1464.24,1426.67,0.01131,37.63,1562.21,1305.46,27.6,2.1,629685,2023,12,2023Q4
2023-12-20,INFY,IT,1497.67,1473.36,1522.3,1472.41,1554918457,232875.47,0.017,1527.7,1466.81,1426.91,0.0118,45.65,1562.21,1305.46,27.6,2.1,640383,2023,12,2023Q4
2023-12-21,INFY,IT,1459.6,1495.81,1502.95,1449.63,2374676893,346607.84,-0.0254,1524.39,1468.79,1427.02,0.01259,35.73,1562.21,1305.46,27.6,2.1,624105,2023,12,2023Q4
2023-12-22,INFY,IT,1442.71,1458.17,1475.14,1429.14,1924634816,277668.99,-0.0116,1520.01,1470.75,1427.07,0.0127,33.58,1562.21,1305.46,27.6,2.1,616883,2023,12,2023Q4
2023-12-25,INFY,IT,1451.23,1447.52,1462.78,1438.6,5033400267,730462.15,0.0059,1515.58,1472.9,1427.25,0.01268,31.51,1562.21,1305.46,27.6,2.1,620526,2023,12,2023Q4
2023-12-26,INFY,IT,1411.27,1440.48,1442.65,1403.25,3814973366,538395.75,-0.0275,1509.18,1474.32,1427.26,0.0138,27.72,1562.21,1305.46,27.6,2.1,603440,2023,12,2023Q4
2023-12-27,INFY,IT,1402.71,1413.62,1420.72,1385.07,7271145576,1019930.86,-0.0061,1503.42,1474.83,1427.4,0.01363,27.44,1562.21,1305.46,27.6,2.1,599779,2023,12,2023Q4
2023-12-28,INFY,IT,1423.53,1406.69,1441.98,1401.3,3618162893,515056.34,0.0148,1498.82,1475.43,1427.67,0.01425,28.52,1562.21,1305.46,27.6,2.1,608682,2023,12,2023Q4
2023-12-29,INFY,IT,1461.17,1420.87,1465.71,1416.4,4714352294,688847.01,0.0264,1495.57,1476.43,1428.13,0.01557,36.0,1562.21,1305.46,27.6,2.1,624776,2023,12,2023Q4
2024-01-01,INFY,IT,1467.05,1465.28,1469.01,1459.29,5873759053,861709.82,0.004,1492.72,1477.37,1428.64,0.01562,38.07,1562.21,1305.46,27.6,2.1,627290,2024,1,2024Q1
2024-01-02,INFY,IT,1450.54,1462.83,1465.52,1449.61,4313297985,625661.13,-0.0113,1488.23,1478.1,1428.86,0.01548,31.84,1562.21,1305.46,27.6,2.1,620231,2024,1,2024Q1
2024-01-03,INFY,IT,1433.61,1447.67,1466.63,1423.69,2697695366,386744.31,-0.0117,1483.26,1478.58,1428.84,0.0156,31.43,1562.21,1305.46,27.6,2.1,612992,2024,1,2024Q1
2024-01-04,INFY,IT,1436.74,1430.28,1449.48,1415.01,2457985763,353148.65,0.0022,1478.72,1479.18,1428.9,0.01565,33.56,1562.21,1305.46,27.6,2.1,614330,2024,1,2024Q1
2024-01-05,INFY,IT,1442.35,1440.84,1455.87,1438.9,3141256026,453079.06,0.0039,1473.64,1479.81,1429.16,0.0154,42.09,1562.21,1305.46,27.6,2.1,616729,2024,1,2024Q1
2024-01-08,INFY,IT,1477.04,1434.8,1483.31,1414.63,4868477875,719093.66,0.0241,1470.05,1480.99,1429.61,0.01653,50.79,1562.21,1305.46,27.6,2.1,631562,2024,1,2024Q1
2024-01-09,INFY,IT,1495.75,1484.31,1513.88,1470.2,2228743360,333364.29,0.0127,1467.76,1482.53,1430.11,0.01685,49.65,1562.21,1305.46,27.6,2.1,639562,2024,1,2024Q1
2024-01-10,INFY,IT,1497.87,1494.38,1499.32,1494.17,4529294578,678429.45,0.0014,1464.54,1484.21,1430.69,0.0165,58.11,1562.21,1305.46,27.6,2.1,640469,2024,1,2024Q1
2024-01-11,INFY,IT,1492.09,1500.63,1517.9,1484.08,3841279834,573153.52,-0.0039,1461.69,1485.97,1431.32,0.01644,60.98,1562.21,1305.46,27.6,2.1,637997,2024,1,2024Q1
2024-01-12,INFY,IT,1550.41,1494.46,1557.43,1490.81,1746888805,270839.39,0.0391,1462.42,1489.38,1432.09,0.0187,68.06,1562.21,1305.46,27.6,2.1,662934,2024,1,2024Q1
2024-01-15,INFY,IT,1563.26,1551.11,1578.07,1550.84,4420518830,691042.03,0.0083,1466.46,1492.58,1432.96,0.01679,80.7,1563.26,1305.46,27.6,2.1,668428,2024,1,2024Q1
2024-01-16,INFY,IT,1550.69,1560.44,1561.13,1526.96,3509417075,544201.8,-0.008,1470.36,1494.73,1433.69,0.01684,79.41,1563.26,1305.46,27.6,2.1,663054,2024,1,2024Q1
2024-01-17,INFY,IT,1546.86,1556.47,1565.34,1540.45,2482403729,383993.1,-0.0025,1472.82,1496.36,1434.49,0.01653,76.29,1563.26,1305.46,27.6,2.1,661416,2024,1,2024Q1
2024-01-18,INFY,IT,1530.4,1544.47,1549.56,1520.1,3484078981,533203.45,-0.0106,1476.36,1498.11,1435.21,0.01555,66.22,1563.26,1305.46,27.6,2.1,654378,2024,1,2024Q1
2024-01-19,INFY,IT,1485.27,1527.04,1528.07,1473.06,2531125158,375940.43,-0.0295,1478.49,1498.66,1435.72,0.01687,53.61,1563.26,1305.46,27.6,2.1,635081,2024,1,2024Q1
2024-01-22,INFY,IT,1491.66,1489.18,1496.87,1477.42,3699972822,551910.15,0.0043,1480.51,1498.94,1436.33,0.01685,58.48,1563.26,1305.46,27.6,2.1,637813,2024,1,2024Q1
2024-01-23,INFY,IT,1526.08,1492.31,1539.3,1486.47,3005696306,458693.3,0.0231,1486.25,1500.06,1437.0,0.01604,67.78,1563.26,1305.46,27.6,2.1,652531,2024,1,2024Q1
2024-01-24,INFY,IT,1495.59,1532.3,1535.66,1491.5,1521242334,227515.48,-0.02,1490.9,1500.37,1437.65,0.01679,60.24,1563.26,1305.46,27.6,2.1,639494,2024,1,2024Q1
2024-01-25,INFY,IT,1497.16,1495.31,1529.36,1491.32,3051006789,456784.53,0.001,1494.58,1500.87,1438.27,0.01658,59.67,1563.26,1305.46,27.6,2.1,640165,2024,1,2024Q1
2024-01-26,INFY,IT,1484.42,1494.24,1501.43,1473.3,2619929723,388907.61,-0.0085,1495.74,1500.53,1438.85,0.01576,51.41,1563.26,1305.46,27.6,2.1,634718,2024,1,2024Q1
2024-01-29,INFY,IT,1494.74,1485.64,1501.24,1461.53,4491930744,671426.86,0.007,1497.13,1500.25,1439.45,0.01581,49.8,1563.26,1305.46,27.6,2.1,639130,2024,1,2024Q1
2024-01-30,INFY,IT,1492.03,1492.73,1506.11,1488.23,5075239368,757240.94,-0.0018,1499.2,1500.26,1440.06,0.01556,48.85,1563.26,1305.46,27.6,2.1,637971,2024,1,2024Q1
2024-01-31,INFY,IT,1467.2,1489.25,1494.88,1450.67,2534480185,371858.93,-0.0166,1500.88,1499.5,1440.47,0.01581,45.44,1563.26,1305.46,27.6,2.1,627354,2024,1,2024Q1
2024-02-01,INFY,IT,1449.7,1470.86,1487.22,1428.91,2202937514,319359.85,-0.0119,1501.53,1497.98,1440.87,0.01608,28.28,1563.26,1305.46,27.6,2.1,619872,2024,2,2024Q1
2024-02-02,INFY,IT,1435.12,1457.67,1469.71,1418.39,1411160503,202518.47,-0.0101,1501.17,1496.08,1441.1,0.01623,22.57,1563.26,1305.46,27.6,2.1,613638,2024,2,2024Q1
2024-02-05,INFY,IT,1460.16,1434.06,1473.47,1416.89,2175962032,317725.27,0.0174,1500.32,1494.48,1441.45,0.01577,31.6,1563.26,1305.46,27.6,2.1,624344,2024,2,2024Q1
2024-02-06,INFY,IT,1484.67,1455.89,1491.97,1435.32,2781123700,412905.09,0.0168,1499.77,1493.39,1442.04,0.01597,38.34,1563.26,1305.46,27.6,2.1,634824,2024,2,2024Q1
2024-02-07,INFY,IT,1479.39,1483.99,1497.12,1466.77,1673400483,247561.19,-0.0036,1498.84,1492.62,1442.53,0.01599,40.02,1563.26,1305.46,27.6,2.1,632567,2024,2,2024Q1
2024-02-08,INFY,IT,1502.99,1481.67,1512.29,1475.92,5109276137,767919.09,0.016,1499.39,1492.37,1443.17,0.01638,53.79,1563.26,1305.46,27.6,2.1,642658,2024,2,2024Q1
2024-02-09,INFY,IT,1500.25,1504.15,1515.66,1499.65,3726876272,559124.61,-0.0018,1496.88,1491.85,1443.93,0.01363,51.86,1563.26,1305.46,27.6,2.1,641486,2024,2,2024Q1
2024-02-12,INFY,IT,1494.62,1505.62,1507.29,1491.76,3078003230,460044.52,-0.0038,1493.45,1491.26,1444.63,0.01343,42.2,1563.26,1305.46,27.6,2.1,639079,2024,2,2024Q1
2024-02-13,INFY,IT,1496.23,1497.6,1499.94,1488.44,3241881236,485060.0,0.0011,1490.73,1490.38,1445.25,0.01338,50.19,1563.26,1305.46,27.6,2.1,639767,2024,2,2024Q1
2024-02-14,INFY,IT,1502.15,1491.28,1508.27,1487.9,3809553226,572252.04,0.004,1488.49,1489.76,1445.79,0.01344,51.41,1563.26,1305.46,27.6,2.1,642299,2024,2,2024Q1
2024-02-15,INFY,IT,1492.2,1499.93,1500.15,1491.63,4486338682,669451.46,-0.0066,1486.58,1489.06,1446.31,0.01332,52.23,1563.26,1305.46,27.6,2.1,638044,2024,2,2024Q1
2024-02-16,INFY,IT,1493.15,1486.02,1511.28,1469.68,4898814614,731466.5,0.0006,1486.98,1488.04,1446.82,0.01153,49.52,1563.26,1305.46,27.6,2.1,638450,2024,2,2024Q1
2024-02-19,INFY,IT,1508.57,1498.28,1511.9,1488.45,2800852805,422528.25,0.0103,1487.82,1487.23,1447.4,0.01172,54.66,1563.26,1305.46,27.6,2.1,645044,2024,2,2024Q1
2024-02-20,INFY,IT,1511.58,1499.56,1532.89,1474.22,3045064151,460285.81,0.002,1487.1,1486.63,1447.85,0.01047,64.25,1563.26,1305.46,27.6,2.1,646331,2024,2,2024Q1
2024-02-21,INFY,IT,1512.93,1505.76,1523.63,1504.82,3564324286,539257.31,0.0009,1487.96,1485.65,1448.39,0.00941,72.65,1563.26,1305.46,27.6,2.1,646908,2024,2,2024Q1
2024-02-22,INFY,IT,1522.92,1510.61,1527.35,1509.67,2983534817,454368.48,0.0066,1489.25,1485.12,1449.01,0.0095,82.52,1563.26,1305.46,27.6,2.1,651180,2024,2,2024Q1
2024-02-23,INFY,IT,1536.32,1525.5,1541.64,1503.79,5056366538,776819.7,0.0088,1491.85,1485.13,1449.77,0.00939,80.87,1563.26,1305.46,27.6,2.1,656909,2024,2,2024Q1
2024-02-26,INFY,IT,1535.66,1533.92,1555.9,1529.31,6038469954,927303.68,-0.0004,1493.89,1486.2,1450.66,0.00931,75.62,1563.26,1305.46,27.6,2.1,656627,2024,2,2024Q1
2024-02-27,INFY,IT,1527.05,1533.98,1550.81,1520.26,3882681795,592904.92,-0.0056,1495.64,1487.29,1451.05,0.00942,73.17,1563.26,1305.46,27.6,2.1,652946,2024,2,2024Q1
2024-02-28,INFY,IT,1531.24,1525.47,1551.43,1523.02,2075897564,317869.74,0.0027,1498.84,1487.96,1451.31,0.00844,66.93,1563.26,1305.46,27.6,2.1,654737,2024,2,2024Q1
